N,count,N-gram
3,2,"['sendto', 'access', 'access']"
3,2,"['socket', 'socket', 'access']"
3,2,"['access', 'socket', 'ioctl']"
3,2,"['openat', 'fstat', 'brk']"
3,2,"['socket', 'setsockopt', 'setsockopt']"
3,2,"['brk', 'brk', 'openat']"
3,2,"['access', 'access', 'socket']"
3,2,"['brk', 'openat', 'fstat']"
3,2,"['kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute']"
3,2,"['wait4', 'rt_sigaction', 'rt_sigaction']"
3,2,"['clone', 'munmap', 'rt_sigprocmask']"
3,2,"['openat', 'close', 'clone']"
3,2,"['read', 'fstat', 'read']"
3,2,"['write', 'close', 'sched_setaffinity']"
3,2,"['rt_sigprocmask', 'wait4', 'rt_sigaction']"
3,3,"['htons', 'socket', 'htons']"
3,2,"['unshare', 'unshare', 'va_start']"
3,2,"['get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad']"
3,2,"['close', 'sendto', 'access']"
3,2,"['openat', 'fstat', 'read']"
4,2,"['socket', 'socket', 'access', 'access']"
4,2,"['pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root']"
4,2,"['sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
4,2,"['clone', 'munmap', 'rt_sigprocmask', 'wait4']"
4,2,"['setsockopt', 'setsockopt', 'htons', 'socket']"
4,2,"['socket', 'setsockopt', 'setsockopt', 'htons']"
4,2,"['rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask']"
4,2,"['brk', 'brk', 'getdents64', 'getdents64']"
4,2,"['setsockopt', 'setsockopt', 'socket', 'access']"
4,2,"['access', 'socket', 'ioctl', 'close']"
4,2,"['kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute']"
4,2,"['setup_sandbox', 'get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad']"
4,2,"['htons', 'socket', 'setsockopt', 'setsockopt']"
4,2,"['openat', 'write', 'close', 'va_start']"
4,2,"['openat', 'fstat', 'read', 'fstat']"
4,2,"['mmap', 'rt_sigprocmask', 'clone', 'munmap']"
4,2,"['rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction']"
4,2,"['fstat', 'read', 'fstat', 'read']"
4,2,"['close', 'va_start', 'va_end', 'openat']"
4,2,"['setsockopt', 'htons', 'access', 'access']"
4,2,"['brk', 'getdents64', 'getdents64', 'close']"
4,2,"['rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask']"
4,2,"['rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap']"
4,2,"['close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction']"
4,3,"['htons', 'socket', 'htons', 'socket']"
4,2,"['close', 'sendto', 'access', 'access']"
4,2,"['bind', 'htons', 'socket', 'htons']"
4,2,"['read', 'fstat', 'read', 'close']"
4,2,"['va_start', 'va_end', 'openat', 'write']"
4,2,"['close', 'syslog', 'mmap', 'syslog']"
4,2,"['htons', 'socket', 'socket', 'access']"
4,2,"['sendto', 'access', 'access', 'socket']"
4,2,"['unshare', 'va_start', 'va_end', 'openat']"
4,2,"['fstat', 'read', 'close', 'uname']"
4,2,"['access', 'access', 'socket', 'ioctl']"
4,2,"['write', 'close', 'sched_setaffinity', 'rt_sigaction']"
4,2,"['openat', 'write', 'close', 'sched_setaffinity']"
4,2,"['wait4', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
4,2,"['openat', 'fstat', 'brk', 'brk']"
4,2,"['brk', 'openat', 'fstat', 'read']"
4,2,"['setsockopt', 'socket', 'access', 'access']"
4,2,"['bind', 'htons', 'socket', 'setsockopt']"
4,2,"['munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction']"
4,2,"['brk', 'brk', 'openat', 'fstat']"
4,2,"['va_end', 'openat', 'write', 'close']"
4,2,"['ioctl', 'close', 'sendto', 'clock_nanosleep']"
4,2,"['write', 'close', 'va_start', 'va_end']"
4,2,"['socket', 'htons', 'socket', 'socket']"
4,2,"['read', 'fstat', 'read', 'fstat']"
4,2,"['uname', 'brk', 'brk', 'openat']"
4,2,"['socket', 'access', 'access', 'socket']"
4,2,"['get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute']"
4,2,"['getgid', 'unshare', 'unshare', 'va_start']"
4,2,"['htons', 'access', 'access', 'socket']"
4,2,"['ioctl', 'close', 'sendto', 'access']"
4,2,"['fstat', 'read', 'close', 'syslog']"
4,2,"['unshare', 'unshare', 'va_start', 'va_end']"
4,2,"['fstat', 'brk', 'brk', 'getdents64']"
4,2,"['read', 'close', 'syslog', 'mmap']"
4,2,"['close', 'uname', 'brk', 'brk']"
4,2,"['setsockopt', 'setsockopt', 'htons', 'access']"
4,2,"['socket', 'ioctl', 'close', 'sendto']"
4,3,"['socket', 'htons', 'socket', 'htons']"
4,2,"['check_root', 'clock_nanosleep', 'clock_nanosleep', 'clock_nanosleep']"
4,2,"['setsockopt', 'htons', 'socket', 'setsockopt']"
4,2,"['oob_id_match_execute', 'check_root', 'clock_nanosleep', 'clock_nanosleep']"
4,2,"['oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep']"
4,2,"['openat', 'close', 'clone', 'write']"
4,2,"['getuid', 'getgid', 'unshare', 'unshare']"
4,2,"['rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone']"
4,2,"['read', 'close', 'uname', 'brk']"
4,2,"['socket', 'setsockopt', 'setsockopt', 'socket']"
5,2,"['ioctl', 'close', 'sendto', 'access', 'access']"
5,2,"['read', 'fstat', 'read', 'close', 'syslog']"
5,2,"['fstat', 'read', 'close', 'uname', 'brk']"
5,2,"['read', 'fstat', 'read', 'fstat', 'read']"
5,2,"['uname', 'brk', 'brk', 'openat', 'fstat']"
5,2,"['unshare', 'unshare', 'va_start', 'va_end', 'openat']"
5,2,"['socket', 'ioctl', 'close', 'sendto', 'clock_nanosleep']"
5,2,"['setsockopt', 'setsockopt', 'htons', 'access', 'access']"
5,2,"['socket', 'socket', 'access', 'access', 'socket']"
5,2,"['rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone']"
5,2,"['close', 'sendto', 'access', 'access', 'socket']"
5,2,"['setsockopt', 'setsockopt', 'socket', 'access', 'access']"
5,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'socket']"
5,2,"['fstat', 'read', 'fstat', 'read', 'fstat']"
5,3,"['socket', 'htons', 'socket', 'htons', 'socket']"
5,2,"['htons', 'socket', 'socket', 'access', 'access']"
5,2,"['brk', 'brk', 'openat', 'fstat', 'read']"
5,2,"['getuid', 'getgid', 'unshare', 'unshare', 'va_start']"
5,2,"['mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask']"
5,2,"['read', 'close', 'uname', 'brk', 'brk']"
5,2,"['clone', 'munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction']"
5,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'access']"
5,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'htons']"
5,2,"['access', 'access', 'socket', 'ioctl', 'close']"
5,2,"['bind', 'htons', 'socket', 'htons', 'socket']"
5,2,"['read', 'fstat', 'read', 'close', 'uname']"
5,2,"['close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
5,2,"['fstat', 'brk', 'brk', 'getdents64', 'getdents64']"
5,2,"['setup_sandbox', 'get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute']"
5,2,"['sendto', 'access', 'access', 'socket', 'ioctl']"
5,2,"['access', 'socket', 'ioctl', 'close', 'sendto']"
5,2,"['socket', 'htons', 'socket', 'socket', 'access']"
5,2,"['setsockopt', 'htons', 'access', 'access', 'socket']"
5,2,"['sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap']"
5,2,"['bind', 'htons', 'socket', 'setsockopt', 'setsockopt']"
5,2,"['openat', 'fstat', 'read', 'fstat', 'read']"
5,2,"['write', 'close', 'va_start', 'va_end', 'openat']"
5,2,"['va_end', 'openat', 'write', 'close', 'sched_setaffinity']"
5,2,"['get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute']"
5,2,"['munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction']"
5,2,"['socket', 'ioctl', 'close', 'sendto', 'access']"
5,2,"['setsockopt', 'socket', 'access', 'access', 'socket']"
5,2,"['rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask']"
5,2,"['brk', 'brk', 'getdents64', 'getdents64', 'close']"
5,2,"['fstat', 'read', 'fstat', 'read', 'close']"
5,2,"['write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction']"
5,2,"['socket', 'access', 'access', 'socket', 'ioctl']"
5,2,"['va_end', 'openat', 'write', 'close', 'va_start']"
5,2,"['va_start', 'va_end', 'openat', 'write', 'close']"
5,2,"['pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep']"
5,2,"['rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
5,2,"['htons', 'access', 'access', 'socket', 'ioctl']"
5,2,"['setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt']"
5,2,"['openat', 'fstat', 'brk', 'brk', 'getdents64']"
5,2,"['read', 'close', 'syslog', 'mmap', 'syslog']"
5,2,"['close', 'uname', 'brk', 'brk', 'openat']"
5,2,"['brk', 'openat', 'fstat', 'read', 'fstat']"
5,2,"['openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction']"
5,2,"['fstat', 'read', 'close', 'syslog', 'mmap']"
5,2,"['socket', 'setsockopt', 'setsockopt', 'socket', 'access']"
5,3,"['htons', 'socket', 'htons', 'socket', 'htons']"
5,2,"['openat', 'write', 'close', 'va_start', 'va_end']"
5,2,"['rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask', 'wait4']"
5,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'socket']"
5,2,"['getgid', 'unshare', 'unshare', 'va_start', 'va_end']"
5,2,"['oob_id_match_execute', 'check_root', 'clock_nanosleep', 'clock_nanosleep', 'clock_nanosleep']"
5,2,"['setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt']"
5,2,"['kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root']"
5,2,"['oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep', 'clock_nanosleep']"
5,2,"['close', 'va_start', 'va_end', 'openat', 'write']"
5,2,"['rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap']"
5,2,"['htons', 'socket', 'htons', 'socket', 'socket']"
5,2,"['unshare', 'va_start', 'va_end', 'openat', 'write']"
6,2,"['setsockopt', 'setsockopt', 'htons', 'access', 'access', 'socket']"
6,2,"['setsockopt', 'htons', 'access', 'access', 'socket', 'ioctl']"
6,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
6,2,"['access', 'access', 'socket', 'ioctl', 'close', 'sendto']"
6,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
6,2,"['write', 'close', 'va_start', 'va_end', 'openat', 'write']"
6,2,"['rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone']"
6,2,"['unshare', 'unshare', 'va_start', 'va_end', 'openat', 'write']"
6,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'socket', 'access']"
6,2,"['ioctl', 'close', 'sendto', 'access', 'access', 'socket']"
6,2,"['fstat', 'read', 'fstat', 'read', 'close', 'syslog']"
6,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
6,2,"['setup_sandbox', 'get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute']"
6,2,"['setsockopt', 'socket', 'access', 'access', 'socket', 'ioctl']"
6,2,"['socket', 'ioctl', 'close', 'sendto', 'access', 'access']"
6,2,"['openat', 'write', 'close', 'va_start', 'va_end', 'openat']"
6,2,"['va_start', 'va_end', 'openat', 'write', 'close', 'sched_setaffinity']"
6,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt']"
6,2,"['socket', 'setsockopt', 'setsockopt', 'socket', 'access', 'access']"
6,2,"['socket', 'socket', 'access', 'access', 'socket', 'ioctl']"
6,2,"['read', 'fstat', 'read', 'close', 'syslog', 'mmap']"
6,2,"['htons', 'socket', 'htons', 'socket', 'socket', 'access']"
6,2,"['va_end', 'openat', 'write', 'close', 'va_start', 'va_end']"
6,2,"['close', 'sendto', 'access', 'access', 'socket', 'ioctl']"
6,2,"['fstat', 'read', 'close', 'syslog', 'mmap', 'syslog']"
6,2,"['htons', 'socket', 'socket', 'access', 'access', 'socket']"
6,2,"['htons', 'access', 'access', 'socket', 'ioctl', 'close']"
6,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'socket']"
6,2,"['access', 'socket', 'ioctl', 'close', 'sendto', 'clock_nanosleep']"
6,2,"['rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction']"
6,2,"['unshare', 'va_start', 'va_end', 'openat', 'write', 'close']"
6,2,"['close', 'uname', 'brk', 'brk', 'openat', 'fstat']"
6,2,"['sendto', 'access', 'access', 'socket', 'ioctl', 'close']"
6,2,"['socket', 'htons', 'socket', 'socket', 'access', 'access']"
6,2,"['write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
6,2,"['fstat', 'brk', 'brk', 'getdents64', 'getdents64', 'close']"
6,2,"['getgid', 'unshare', 'unshare', 'va_start', 'va_end', 'openat']"
6,2,"['oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep', 'clock_nanosleep', 'clock_nanosleep']"
6,2,"['setsockopt', 'setsockopt', 'socket', 'access', 'access', 'socket']"
6,2,"['access', 'socket', 'ioctl', 'close', 'sendto', 'access']"
6,2,"['read', 'fstat', 'read', 'close', 'uname', 'brk']"
6,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'access']"
6,2,"['pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep', 'clock_nanosleep']"
6,3,"['htons', 'socket', 'htons', 'socket', 'htons', 'socket']"
6,2,"['read', 'fstat', 'read', 'fstat', 'read', 'close']"
6,2,"['va_end', 'openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction']"
6,2,"['clone', 'munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction']"
6,2,"['setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt']"
6,2,"['socket', 'access', 'access', 'socket', 'ioctl', 'close']"
6,2,"['get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root']"
6,2,"['sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask']"
6,2,"['munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
6,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
6,2,"['close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap']"
6,2,"['fstat', 'read', 'close', 'uname', 'brk', 'brk']"
6,2,"['bind', 'htons', 'socket', 'setsockopt', 'setsockopt', 'htons']"
6,2,"['openat', 'fstat', 'brk', 'brk', 'getdents64', 'getdents64']"
6,2,"['fstat', 'read', 'fstat', 'read', 'close', 'uname']"
6,2,"['va_start', 'va_end', 'openat', 'write', 'close', 'va_start']"
6,2,"['openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction']"
6,2,"['mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask', 'wait4']"
6,2,"['bind', 'htons', 'socket', 'htons', 'socket', 'htons']"
6,2,"['uname', 'brk', 'brk', 'openat', 'fstat', 'read']"
6,2,"['kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep']"
6,2,"['setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'socket']"
6,2,"['setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'htons']"
6,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'access', 'access']"
6,2,"['socket', 'htons', 'socket', 'htons', 'socket', 'socket']"
6,2,"['read', 'close', 'uname', 'brk', 'brk', 'openat']"
6,2,"['rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask']"
6,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
6,2,"['getuid', 'getgid', 'unshare', 'unshare', 'va_start', 'va_end']"
6,2,"['rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap']"
6,2,"['close', 'va_start', 'va_end', 'openat', 'write', 'close']"
7,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'access', 'access']"
7,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt']"
7,2,"['socket', 'socket', 'access', 'access', 'socket', 'ioctl', 'close']"
7,2,"['unshare', 'unshare', 'va_start', 'va_end', 'openat', 'write', 'close']"
7,2,"['close', 'va_start', 'va_end', 'openat', 'write', 'close', 'sched_setaffinity']"
7,2,"['clone', 'munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
7,2,"['get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root', 'clock_nanosleep']"
7,2,"['read', 'fstat', 'read', 'fstat', 'read', 'close', 'uname']"
7,2,"['access', 'socket', 'ioctl', 'close', 'sendto', 'access', 'access']"
7,2,"['read', 'close', 'uname', 'brk', 'brk', 'openat', 'fstat']"
7,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
7,2,"['bind', 'htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'socket']"
7,2,"['setsockopt', 'setsockopt', 'htons', 'access', 'access', 'socket', 'ioctl']"
7,2,"['va_start', 'va_end', 'openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction']"
7,2,"['write', 'close', 'va_start', 'va_end', 'openat', 'write', 'close']"
7,2,"['setup_sandbox', 'get_kernel_addr', 'kmalloc_pad', 'pagealloc_pad', 'oob_timer_execute', 'oob_id_match_execute', 'check_root']"
7,2,"['htons', 'socket', 'socket', 'access', 'access', 'socket', 'ioctl']"
7,2,"['uname', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
7,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
7,2,"['socket', 'htons', 'socket', 'htons', 'socket', 'socket', 'access']"
7,2,"['rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask']"
7,2,"['fstat', 'read', 'close', 'uname', 'brk', 'brk', 'openat']"
7,2,"['setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'socket', 'access']"
7,2,"['close', 'sendto', 'access', 'access', 'socket', 'ioctl', 'close']"
7,2,"['socket', 'access', 'access', 'socket', 'ioctl', 'close', 'sendto']"
7,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
7,2,"['setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'htons', 'socket']"
7,2,"['fstat', 'read', 'fstat', 'read', 'close', 'syslog', 'mmap']"
7,2,"['socket', 'setsockopt', 'setsockopt', 'socket', 'access', 'access', 'socket']"
7,2,"['unshare', 'va_start', 'va_end', 'openat', 'write', 'close', 'va_start']"
7,2,"['getuid', 'getgid', 'unshare', 'unshare', 'va_start', 'va_end', 'openat']"
7,2,"['setsockopt', 'htons', 'access', 'access', 'socket', 'ioctl', 'close']"
7,2,"['htons', 'socket', 'setsockopt', 'setsockopt', 'socket', 'access', 'access']"
7,2,"['rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask', 'wait4']"
7,2,"['bind', 'htons', 'socket', 'htons', 'socket', 'htons', 'socket']"
7,2,"['mmap', 'rt_sigprocmask', 'clone', 'munmap', 'rt_sigprocmask', 'wait4', 'rt_sigaction']"
7,2,"['socket', 'htons', 'socket', 'socket', 'access', 'access', 'socket']"
7,2,"['fstat', 'read', 'fstat', 'read', 'close', 'uname', 'brk']"
7,2,"['htons', 'socket', 'htons', 'socket', 'htons', 'socket', 'socket']"
7,2,"['openat', 'write', 'close', 'va_start', 'va_end', 'openat', 'write']"
7,2,"['openat', 'fstat', 'brk', 'brk', 'getdents64', 'getdents64', 'close']"
7,2,"['close', 'uname', 'brk', 'brk', 'openat', 'fstat', 'read']"
7,2,"['write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap']"
7,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'access', 'access', 'socket']"
7,2,"['socket', 'setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt']"
7,2,"['setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'socket']"
7,2,"['va_end', 'openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction']"
7,2,"['rt_sigaction', 'rt_sigaction', 'rt_sigprocmask', 'mmap', 'rt_sigprocmask', 'clone', 'munmap']"
7,2,"['read', 'fstat', 'read', 'close', 'uname', 'brk', 'brk']"
7,2,"['ioctl', 'close', 'sendto', 'access', 'access', 'socket', 'ioctl']"
7,2,"['setsockopt', 'setsockopt', 'htons', 'socket', 'setsockopt', 'setsockopt', 'htons']"
7,2,"['openat', 'write', 'close', 'sched_setaffinity', 'rt_sigaction', 'rt_sigaction', 'rt_sigprocmask']"
7,2,"['setsockopt', 'socket', 'access', 'access', 'socket', 'ioctl', 'close']"
7,2,"['close', 'va_start', 'va_end', 'openat', 'write', 'close', 'va_start']"
7,2,"['access', 'access', 'socket', 'ioctl', 'close', 'sendto', 'access']"
7,2,"['access', 'access', 'socket', 'ioctl', 'close', 'sendto', 'clock_nanosleep']"
7,2,"['socket', 'ioctl', 'close', 'sendto', 'access', 'access', 'socket']"
