N,N-gram,count
2,"12,12",2
2,"39,13",2
2,"101,101",2
2,"8,5",2
2,"0,8",2
2,"56,1",2
2,"0,5",2
2,"5,0",2
2,"8,0",2
3,"101,101,101",2
3,"8,5,0",2
4,"101,101,101,101",2
