EID,func,API use case
5092,main,"memset ((void *) map_addr, 0, map_size);"
5092,main,"mmap (0B, map_size, 3, 34, -1, 0);"
5092,main,"memset ((void *) map_addr, 0, map_size);"
5092,main,"munmap ((void *) (map_addr + (sizetype) map_size), 100)"
5092,main,pipe ((int *) &pi)
5092,main,close (pi[0]);
5092,main,"signal (13, (void (*__sighandler_t) (int)) exit_code);"
5092,main,"syscall (278, pi[1], &iov, 1, 0);"
5093,getchar,getc (stdin);
5093,putchar,"putc (__c, stdout);"
5093,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
5093,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
5093,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
5093,getline,"__getdelim (__lineptr, __n, 10, __stream);"
5093,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
5093,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
5093,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
5093,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
5093,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
5093,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
5093,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
5093,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
5093,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
5093,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
5093,asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
5093,__asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
5093,obstack_printf,"__obstack_printf_chk (__obstack, 1, __fmt, __builtin_va_arg_pack ());"
5093,vasprintf,"__vasprintf_chk (__ptr, 1, __fmt, __ap);"
5093,obstack_vprintf,"__obstack_vprintf_chk (__obstack, 1, __fmt, __ap);"
5093,fgets,"__builtin_object_size ((const void *) __s, 1)"
5093,fgets,__builtin_constant_p (__n)
5093,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
5093,fgets,"__builtin_object_size ((const void *) __s, 1) < (unsigned int)"
5093,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
5093,fgets,"__fgets_alias (__s, __n, __stream);"
5093,fread,"__builtin_object_size ((const void *) __ptr, 0)"
5093,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
5093,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
5093,fread,"__builtin_object_size ((const void *) __ptr, 0)"
5093,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
5093,fread,"__fread_alias (__ptr, __size, __n, __stream);"
5093,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
5093,fgets_unlocked,__builtin_constant_p (__n)
5093,fgets_unlocked,"__fgets_unlocked_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
5093,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1) < (unsigned int)"
5093,fgets_unlocked,"__fgets_unlocked_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
5093,fgets_unlocked,"__fgets_unlocked_alias (__s, __n, __stream);"
5093,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
5093,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
5093,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
5093,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
5093,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
5093,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 65535)
5093,fread_unlocked,getc_unlocked (__stream);
5093,fread_unlocked,getc_unlocked (__stream);
5093,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
5093,atoi,"return (int) strtol (__nptr, 0B, 10);"
5093,atol,"strtol (__nptr, 0B, 10);"
5093,atoll,"strtoll (__nptr, 0B, 10);"
5093,bsearch,"__compar (__key, __p);"
5093,atof,"strtod (__nptr, 0B);"
5093,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
5093,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
5093,realpath,"__realpath_alias (__name, __resolved);"
5093,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,ptsname_r,__builtin_constant_p (__buflen)
5093,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
5093,wctomb,"__builtin_object_size ((const void *) __s, 1) != 4294967295 && __builtin_object_size ((const void *) __s, 1)"
5093,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
5093,wctomb,"__wctomb_alias (__s, __wchar);"
5093,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
5093,mbstowcs,__builtin_constant_p (__len)
5093,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
5093,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4)"
5093,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
5093,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
5093,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
5093,wcstombs,__builtin_constant_p (__len)
5093,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
5093,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
5093,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
5093,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
5093,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,mempcpy,"__builtin___mempcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
5093,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
5093,stpcpy,"__builtin___stpcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
5093,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
5093,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 4294967295 && (__builtin_constant_p (__n) == 0 || (size_t) __builtin_object_size ((const void *) __dest, 1) < __n)"
5093,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
5093,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
5093,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
5093,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
5093,read,"__builtin_object_size ((const void *) __buf, 0)"
5093,read,__builtin_constant_p (__nbytes)
5093,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
5093,read,"__builtin_object_size ((const void *) __buf, 0)"
5093,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
5093,read,"__read_alias (__fd, __buf, __nbytes);"
5093,pread,"__builtin_object_size ((const void *) __buf, 0)"
5093,pread,__builtin_constant_p (__nbytes)
5093,pread,"__pread_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
5093,pread,"__builtin_object_size ((const void *) __buf, 0)"
5093,pread,"__pread_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
5093,pread,"__pread_alias (__fd, __buf, __nbytes, __offset);"
5093,pread64,"__builtin_object_size ((const void *) __buf, 0)"
5093,pread64,__builtin_constant_p (__nbytes)
5093,pread64,"__pread64_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
5093,pread64,"__builtin_object_size ((const void *) __buf, 0)"
5093,pread64,"__pread64_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
5093,pread64,"__pread64_alias (__fd, __buf, __nbytes, __offset);"
5093,readlink,"__builtin_object_size ((const void *) __buf, 1)"
5093,readlink,__builtin_constant_p (__len)
5093,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,readlink,"__builtin_object_size ((const void *) __buf, 1)"
5093,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,readlink,"__readlink_alias (__path, __buf, __len);"
5093,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
5093,readlinkat,__builtin_constant_p (__len)
5093,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
5093,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
5093,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
5093,getcwd,__builtin_constant_p (__size)
5093,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
5093,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
5093,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
5093,getcwd,"__getcwd_alias (__buf, __size);"
5093,getwd,"__builtin_object_size ((const void *) __buf, 1)"
5093,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
5093,getwd,__getwd_warn (__buf);
5093,confstr,"__builtin_object_size ((const void *) __buf, 1)"
5093,confstr,__builtin_constant_p (__len)
5093,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,confstr,"__builtin_object_size ((const void *) __buf, 1) < (unsigned int)"
5093,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
5093,confstr,"__confstr_alias (__name, __buf, __len);"
5093,getgroups,"__builtin_object_size ((const void *) __list, 1)"
5093,getgroups,__builtin_constant_p (__size)
5093,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
5093,getgroups,"__builtin_object_size ((const void *) __list, 1)"
5093,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
5093,getgroups,"__getgroups_alias (__size, __list);"
5093,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,ttyname_r,__builtin_constant_p (__buflen)
5093,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
5093,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,getlogin_r,__builtin_constant_p (__buflen)
5093,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
5093,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
5093,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
5093,gethostname,__builtin_constant_p (__buflen)
5093,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
5093,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,gethostname,"__gethostname_alias (__buf, __buflen);"
5093,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
5093,getdomainname,__builtin_constant_p (__buflen)
5093,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
5093,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
5093,getdomainname,"__getdomainname_alias (__buf, __buflen);"
5093,get_target,"fopen ((const char * restrict) ""/proc/kallsyms"", (const char * restrict) ""r"");"
5093,get_target,"strstr ((const char *) &line, (const char *) "" sys_vm86old"")"
5093,get_target,"strtoul ((const char * restrict) &line, 0B, 16);"
5093,get_target,"fgets ((char *) &line, 128, f) != 0B)"
5093,get_target,fclose (f);
5093,get_current,"movl (%%eax), %0"":""=r"" curr:""i"" -8192);"
5093,kernel_code,get_current ();
5093,kernel_code,get_current ();
5093,main,getuid ();
5093,main,getgid ();
5093,main,"setresuid (uid, uid, uid);"
5093,main,"setresgid (gid, gid, gid);"
5093,main,get_target ();
5093,main,pipe ((int *) &pi)
5093,main,"write (pi[1], (const void *) &trampoline, 24);"
5093,main,"syscall (316, pi[0], &iov, 1, 0);"
5093,main,"syscall (113, 31337, kernel_code, 1, 2, 3, 4);"
5093,main,getuid ()
5093,main,"putenv ((char *) ""HISTFILE=/dev/null"");"
5093,main,"execl ((const char *) ""/bin/bash"", (const char *) ""bash"", (char *) ""-i"", 0B);"
6851,read,"__builtin_object_size ((const void *) __buf, 0)"
6851,read,__builtin_constant_p (__nbytes)
6851,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
6851,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
6851,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
6851,read,"__read_alias (__fd, __buf, __nbytes);"
6851,readlink,"__builtin_object_size ((const void *) __buf, 1)"
6851,readlink,__builtin_constant_p (__len)
6851,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,readlink,"__readlink_alias (__path, __buf, __len);"
6851,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
6851,readlinkat,__builtin_constant_p (__len)
6851,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
6851,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
6851,getcwd,__builtin_constant_p (__size)
6851,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
6851,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
6851,getcwd,"__getcwd_alias (__buf, __size);"
6851,getwd,"__builtin_object_size ((const void *) __buf, 1)"
6851,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
6851,getwd,__getwd_warn (__buf);
6851,confstr,"__builtin_object_size ((const void *) __buf, 1)"
6851,confstr,__builtin_constant_p (__len)
6851,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
6851,confstr,"__confstr_alias (__name, __buf, __len);"
6851,getgroups,"__builtin_object_size ((const void *) __list, 1)"
6851,getgroups,__builtin_constant_p (__size)
6851,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
6851,getgroups,"__builtin_object_size ((const void *) __list, 1)"
6851,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
6851,getgroups,"__getgroups_alias (__size, __list);"
6851,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
6851,ttyname_r,__builtin_constant_p (__buflen)
6851,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
6851,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
6851,getlogin_r,__builtin_constant_p (__buflen)
6851,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
6851,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
6851,gethostname,__builtin_constant_p (__buflen)
6851,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,gethostname,"__gethostname_alias (__buf, __buflen);"
6851,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
6851,getdomainname,__builtin_constant_p (__buflen)
6851,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
6851,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
6851,getdomainname,"__getdomainname_alias (__buf, __buflen);"
6851,open,__builtin_va_arg_pack_len ()
6851,open,__open_too_many_args ();
6851,open,__builtin_constant_p (__oflag)
6851,open,__builtin_va_arg_pack_len ()
6851,open,__open_missing_mode ();
6851,open,"__open_2 (__path, __oflag);"
6851,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
6851,open,__builtin_va_arg_pack_len ()
6851,open,"__open_2 (__path, __oflag);"
6851,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
6851,openat,__builtin_va_arg_pack_len ()
6851,openat,__openat_too_many_args ();
6851,openat,__builtin_constant_p (__oflag)
6851,openat,__builtin_va_arg_pack_len ()
6851,openat,__openat_missing_mode ();
6851,openat,"__openat_2 (__fd, __path, __oflag);"
6851,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
6851,openat,__builtin_va_arg_pack_len ()
6851,openat,"__openat_2 (__fd, __path, __oflag);"
6851,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
6851,main,malloc (3170304);
6851,main,malloc ();
6851,main,memcpy ();
6851,main,free ();
6851,main,malloc (3170304);
6851,main,stat ();
6851,main,"stat ((char *) ""/bin/ash"", buf)"
6851,main,stat ();
6851,main,"stat ((char *) ""/bin/sash"", buf)"
6851,main,"open ((const char *) ""/bin/ash"", 0);"
6851,main,"open ((const char *) ""/bin/sash"", 0);"
6851,main,"read (fd, (void *) (buf + (sizetype) len), 1) != 0)"
6851,main,"open ((const char *) "".evilsploit"", 194, 1512);"
6851,main,"ftruncate (fd1, (__off_t) len);"
6851,main,"mmap (0B, (size_t) len, 6, 1, fd1, 0);"
6851,main,"memcpy (buf1, buf, len);"
6851,main,"munmap ((void *) buf1, (size_t) len);"
6851,main,close (fd1);
6851,main,close (fd);
6851,main,free (buf);
6851,main,"execv ((const char *) "".evilsploit"", 0B);"
718,getchar,getc (stdin);
718,putchar,"putc (__c, stdout);"
718,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
718,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
718,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
718,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
718,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
718,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
718,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
718,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
718,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
718,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
718,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
718,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
718,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
718,fgets,"__builtin_object_size ((const void *) __s, 1)"
718,fgets,__builtin_constant_p (__n)
718,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
718,fgets,"__builtin_object_size ((const void *) __s, 1)"
718,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
718,fgets,"__fgets_alias (__s, __n, __stream);"
718,fread,"__builtin_object_size ((const void *) __ptr, 0)"
718,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
718,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
718,fread,"__builtin_object_size ((const void *) __ptr, 0)"
718,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
718,fread,"__fread_alias (__ptr, __size, __n, __stream);"
718,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
718,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
718,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
718,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
718,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
718,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
718,fread_unlocked,getc_unlocked (__stream);
718,fread_unlocked,getc_unlocked (__stream);
718,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
718,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
718,read,"__builtin_object_size ((const void *) __buf, 0)"
718,read,__builtin_constant_p (__nbytes)
718,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
718,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
718,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
718,read,"__read_alias (__fd, __buf, __nbytes);"
718,readlink,"__builtin_object_size ((const void *) __buf, 1)"
718,readlink,__builtin_constant_p (__len)
718,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
718,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
718,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
718,readlink,"__readlink_alias (__path, __buf, __len);"
718,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
718,readlinkat,__builtin_constant_p (__len)
718,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
718,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
718,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
718,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
718,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
718,getcwd,__builtin_constant_p (__size)
718,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
718,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
718,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
718,getcwd,"__getcwd_alias (__buf, __size);"
718,getwd,"__builtin_object_size ((const void *) __buf, 1)"
718,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
718,getwd,__getwd_warn (__buf);
718,confstr,"__builtin_object_size ((const void *) __buf, 1)"
718,confstr,__builtin_constant_p (__len)
718,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
718,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
