EID,func,API use case
27297,main,"open ((const char *) ""/dev/cpu/0/msr"", 2);"
27297,main,"open ((const char *) ""/dev/msr0"", 2);"
27297,main,"lseek (msr_fd, 374, 0);"
27297,main,"read (msr_fd, (void *) &msr, 8);"
27297,main,fflush (stdout);
27297,main,"lseek (msr_fd, 374, 0);"
27297,main,fflush (stdout);
27297,main,"write (msr_fd, (const void *) &new_msr, 8);"
3,getchar,getc (stdin);
3,putchar,"putc (__c, stdout);"
3,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
3,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
3,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
3,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
3,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
3,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
3,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
3,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
3,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
3,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
3,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
3,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
3,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
3,fgets,"__builtin_object_size ((const void *) __s, 1)"
3,fgets,__builtin_constant_p (__n)
3,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
3,fgets,"__builtin_object_size ((const void *) __s, 1)"
3,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
3,fgets,"__fgets_alias (__s, __n, __stream);"
3,fread,"__builtin_object_size ((const void *) __ptr, 0)"
3,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
3,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
3,fread,"__builtin_object_size ((const void *) __ptr, 0)"
3,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
3,fread,"__fread_alias (__ptr, __size, __n, __stream);"
3,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
3,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
3,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
3,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
3,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
3,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
3,fread_unlocked,getc_unlocked (__stream);
3,fread_unlocked,getc_unlocked (__stream);
3,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
3,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
3,open,__builtin_va_arg_pack_len ()
3,open,__open_too_many_args ();
3,open,__builtin_constant_p (__oflag)
3,open,__builtin_va_arg_pack_len ()
3,open,__open_missing_mode ();
3,open,"__open_2 (__path, __oflag);"
3,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
3,open,__builtin_va_arg_pack_len ()
3,open,"__open_2 (__path, __oflag);"
3,open,"__open_alias (__path, __oflag, __builtin_va_arg_pack ());"
3,openat,__builtin_va_arg_pack_len ()
3,openat,__openat_too_many_args ();
3,openat,__builtin_constant_p (__oflag)
3,openat,__builtin_va_arg_pack_len ()
3,openat,__openat_missing_mode ();
3,openat,"__openat_2 (__fd, __path, __oflag);"
3,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
3,openat,__builtin_va_arg_pack_len ()
3,openat,"__openat_2 (__fd, __path, __oflag);"
3,openat,"__openat_alias (__fd, __path, __oflag, __builtin_va_arg_pack ());"
3,bcopy,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
3,bzero,"__builtin___memset_chk (__dest, 0, __len, __builtin_object_size ((const void *) __dest, 0));"
3,memcpy,"__builtin___memcpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
3,memmove,"__builtin___memmove_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 0));"
3,memset,"__builtin___memset_chk (__dest, __ch, __len, __builtin_object_size ((const void *) __dest, 0));"
3,explicit_bzero,"__explicit_bzero_chk (__dest, __len, __builtin_object_size ((const void *) __dest, 0));"
3,strcpy,"__builtin___strcpy_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
3,strncpy,"__builtin___strncpy_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
3,stpncpy,"__builtin_object_size ((const void *) __dest, 1) != 18446744073709551615 && (__builtin_constant_p (__n) == 0 || __builtin_object_size ((const void *) __dest, 1) < (long unsigned int) __n)"
3,stpncpy,"__stpncpy_chk (__dest, __src, __n, __builtin_object_size ((const void *) __dest, 1));"
3,stpncpy,"__stpncpy_alias (__dest, __src, __n);"
3,strcat,"__builtin___strcat_chk (__dest, __src, __builtin_object_size ((const void *) __dest, 1));"
3,strncat,"__builtin___strncat_chk (__dest, __src, __len, __builtin_object_size ((const void *) __dest, 1));"
3,atoi,"return (int) strtol (__nptr, 0B, 10);"
3,atol,"strtol (__nptr, 0B, 10);"
3,atoll,"strtoll (__nptr, 0B, 10);"
3,bsearch,"__compar (__key, __p);"
3,atof,"strtod (__nptr, 0B);"
3,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
3,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
3,realpath,"__realpath_alias (__name, __resolved);"
3,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
3,ptsname_r,__builtin_constant_p (__buflen)
3,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,ptsname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
3,wctomb,"__builtin_object_size ((const void *) __s, 1) != 18446744073709551615 && __builtin_object_size ((const void *) __s, 1)"
3,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
3,wctomb,"__wctomb_alias (__s, __wchar);"
3,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
3,mbstowcs,__builtin_constant_p (__len)
3,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
3,mbstowcs,"__builtin_object_size ((const void *) __dst, 1) / 4 < (long unsigned int)"
3,mbstowcs,"__mbstowcs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
3,mbstowcs,"__mbstowcs_alias (__dst, __src, __len);"
3,wcstombs,"__builtin_object_size ((const void *) __dst, 1)"
3,wcstombs,__builtin_constant_p (__len)
3,wcstombs,"__wcstombs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
3,wcstombs,"__builtin_object_size ((const void *) __dst, 1) < (long unsigned int)"
3,wcstombs,"__wcstombs_chk_warn (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1));"
3,wcstombs,"__wcstombs_alias (__dst, __src, __len);"
3,read,"__builtin_object_size ((const void *) __buf, 0)"
3,read,__builtin_constant_p (__nbytes)
3,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
3,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
3,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
3,read,"__read_alias (__fd, __buf, __nbytes);"
3,readlink,"__builtin_object_size ((const void *) __buf, 1)"
3,readlink,__builtin_constant_p (__len)
3,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,readlink,"__readlink_alias (__path, __buf, __len);"
3,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
3,readlinkat,__builtin_constant_p (__len)
3,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
3,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
3,getcwd,__builtin_constant_p (__size)
3,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
3,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
3,getcwd,"__getcwd_alias (__buf, __size);"
3,getwd,"__builtin_object_size ((const void *) __buf, 1)"
3,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
3,getwd,__getwd_warn (__buf);
3,confstr,"__builtin_object_size ((const void *) __buf, 1)"
3,confstr,__builtin_constant_p (__len)
3,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
3,confstr,"__confstr_alias (__name, __buf, __len);"
3,getgroups,"__builtin_object_size ((const void *) __list, 1)"
3,getgroups,__builtin_constant_p (__size)
3,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
3,getgroups,"__builtin_object_size ((const void *) __list, 1)"
3,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
3,getgroups,"__getgroups_alias (__size, __list);"
3,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
3,ttyname_r,__builtin_constant_p (__buflen)
3,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
3,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
3,getlogin_r,__builtin_constant_p (__buflen)
3,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
3,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
3,gethostname,__builtin_constant_p (__buflen)
3,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,gethostname,"__gethostname_alias (__buf, __buflen);"
3,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
3,getdomainname,__builtin_constant_p (__buflen)
3,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
3,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
3,getdomainname,"__getdomainname_alias (__buf, __buflen);"
3,stat,"__xstat (1, __path, __statbuf);"
3,lstat,"__lxstat (1, __path, __statbuf);"
3,fstat,"__fxstat (1, __fd, __statbuf);"
3,fstatat,"__fxstatat (1, __fd, __filename, __statbuf, __flag);"
3,mknod,"__xmknod (0, __path, __mode, &__dev);"
3,mknodat,"__xmknodat (0, __fd, __path, __mode, &__dev);"
3,recv,"__builtin_object_size ((const void *) __buf, 0)"
3,recv,__builtin_constant_p (__n)
3,recv,"__recv_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
3,recv,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
3,recv,"__recv_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags);"
3,recv,"__recv_alias (__fd, __buf, __n, __flags);"
3,recvfrom,"__builtin_object_size ((const void *) __buf, 0)"
3,recvfrom,__builtin_constant_p (__n)
3,recvfrom,"__recvfrom_chk (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
3,recvfrom,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
3,recvfrom,"__recvfrom_chk_warn (__fd, __buf, __n, __builtin_object_size ((const void *) __buf, 0), __flags, __addr, __addr_len);"
3,recvfrom,"__recvfrom_alias (__fd, __buf, __n, __flags, __addr, __addr_len);"
3,putcode,"memcpy ((void * restrict) &buf, (const void * restrict) &cliphcode, 40);"
3,putcode,"readlink ((const char * restrict) ""/proc/self/exe"", (char *) &buf + 40, 4095);"
3,putcode,"ptrace (4, victim, dst++ , *src++ )"
3,sigchld,"ptrace (12, victim, 0B, &regs)"
3,sigchld,putcode ((long unsigned int *) regs.rip);
3,sigchld,"ptrace (17, victim, 0, 0)"
3,do_child,getpid ();
3,do_child,"signal (17, sigchld);"
3,do_child,"ptrace (16, victim, 0, 0);"
3,do_child,__errno_location () == 3)
3,do_child,"ptrace (24, victim, 0, 0)"
3,do_parent,"socket (14, 1, 1);"
3,do_parent,"stat ((const char *) progname, &st);"
3,do_parent,alarm (0);
3,do_parent,system ((const char *) progname);
3,prepare,geteuid ()
3,prepare,"initgroups ((const char *) ""root"", 0);"
3,prepare,setgid (0);
3,prepare,setuid (0);
3,prepare,"execl ((const char *) ""/bin/sh"", (const char *) ""/bin/sh"", 0B);"
3,main,prepare ();
3,main,"signal (14, sigalrm);"
3,main,alarm (10);
3,main,getpid ();
3,main,fork ();
3,main,do_child ();
3,main,do_parent (*argv);
30604,strtoimax,"return (intmax_t) __strtol_internal (nptr, endptr, base, 0);"
30604,strtoumax,"return (uintmax_t) __strtoul_internal (nptr, endptr, base, 0);"
30604,wcstoimax,"return (intmax_t) __wcstol_internal (nptr, endptr, base, 0);"
30604,wcstoumax,"return (uintmax_t) __wcstoul_internal (nptr, endptr, base, 0);"
30604,read,"__builtin_object_size ((const void *) __buf, 0)"
30604,read,__builtin_constant_p (__nbytes)
30604,read,"__read_chk (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
30604,read,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
30604,read,"__read_chk_warn (__fd, __buf, __nbytes, __builtin_object_size ((const void *) __buf, 0));"
30604,read,"__read_alias (__fd, __buf, __nbytes);"
30604,pread,"__builtin_object_size ((const void *) __buf, 0)"
30604,pread,__builtin_constant_p (__nbytes)
30604,pread,"__pread_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
30604,pread,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
30604,pread,"__pread_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
30604,pread,"__pread_alias (__fd, __buf, __nbytes, __offset);"
30604,pread64,"__builtin_object_size ((const void *) __buf, 0)"
30604,pread64,__builtin_constant_p (__nbytes)
30604,pread64,"__pread64_chk (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
30604,pread64,"__builtin_object_size ((const void *) __buf, 0) < (long unsigned int)"
30604,pread64,"__pread64_chk_warn (__fd, __buf, __nbytes, __offset, __builtin_object_size ((const void *) __buf, 0));"
30604,pread64,"__pread64_alias (__fd, __buf, __nbytes, __offset);"
30604,readlink,"__builtin_object_size ((const void *) __buf, 1)"
30604,readlink,__builtin_constant_p (__len)
30604,readlink,"__readlink_chk (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,readlink,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,readlink,"__readlink_chk_warn (__path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,readlink,"__readlink_alias (__path, __buf, __len);"
30604,readlinkat,"__builtin_object_size ((const void *) __buf, 1)"
30604,readlinkat,__builtin_constant_p (__len)
30604,readlinkat,"__readlinkat_chk (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,readlinkat,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,readlinkat,"__readlinkat_chk_warn (__fd, __path, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,readlinkat,"__readlinkat_alias (__fd, __path, __buf, __len);"
30604,getcwd,"__builtin_object_size ((const void *) __buf, 1)"
30604,getcwd,__builtin_constant_p (__size)
30604,getcwd,"__getcwd_chk (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
30604,getcwd,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,getcwd,"__getcwd_chk_warn (__buf, __size, __builtin_object_size ((const void *) __buf, 1));"
30604,getcwd,"__getcwd_alias (__buf, __size);"
30604,getwd,"__builtin_object_size ((const void *) __buf, 1)"
30604,getwd,"__getwd_chk (__buf, __builtin_object_size ((const void *) __buf, 1));"
30604,getwd,__getwd_warn (__buf);
30604,confstr,"__builtin_object_size ((const void *) __buf, 1)"
30604,confstr,__builtin_constant_p (__len)
30604,confstr,"__confstr_chk (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,confstr,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,confstr,"__confstr_chk_warn (__name, __buf, __len, __builtin_object_size ((const void *) __buf, 1));"
30604,confstr,"__confstr_alias (__name, __buf, __len);"
30604,getgroups,"__builtin_object_size ((const void *) __list, 1)"
30604,getgroups,__builtin_constant_p (__size)
30604,getgroups,"__getgroups_chk (__size, __list, __builtin_object_size ((const void *) __list, 1));"
30604,getgroups,"__builtin_object_size ((const void *) __list, 1)"
30604,getgroups,"__getgroups_chk_warn (__size, __list, __builtin_object_size ((const void *) __list, 1));"
30604,getgroups,"__getgroups_alias (__size, __list);"
30604,ttyname_r,"__builtin_object_size ((const void *) __buf, 1)"
30604,ttyname_r,__builtin_constant_p (__buflen)
30604,ttyname_r,"__ttyname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,ttyname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,ttyname_r,"__ttyname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,ttyname_r,"__ttyname_r_alias (__fd, __buf, __buflen);"
30604,getlogin_r,"__builtin_object_size ((const void *) __buf, 1)"
30604,getlogin_r,__builtin_constant_p (__buflen)
30604,getlogin_r,"__getlogin_r_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,getlogin_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,getlogin_r,"__getlogin_r_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,getlogin_r,"__getlogin_r_alias (__buf, __buflen);"
30604,gethostname,"__builtin_object_size ((const void *) __buf, 1)"
30604,gethostname,__builtin_constant_p (__buflen)
30604,gethostname,"__gethostname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,gethostname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,gethostname,"__gethostname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,gethostname,"__gethostname_alias (__buf, __buflen);"
30604,getdomainname,"__builtin_object_size ((const void *) __buf, 1)"
30604,getdomainname,__builtin_constant_p (__buflen)
30604,getdomainname,"__getdomainname_chk (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,getdomainname,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,getdomainname,"__getdomainname_chk_warn (__buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,getdomainname,"__getdomainname_alias (__buf, __buflen);"
30604,getchar,getc (stdin);
30604,putchar,"putc (__c, stdout);"
30604,fputc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
30604,putc_unlocked,"__builtin_expect (__stream->_IO_write_ptr >= __stream->_IO_write_end, 0) != 0 ? __overflow (__stream, (int) (unsigned char) __c) : (int) (unsigned char) (*__stream->_IO_write_ptr++  = (char) __c);"
30604,putchar_unlocked,"__builtin_expect (stdout->_IO_write_ptr >= stdout->_IO_write_end, 0) != 0 ? __overflow (stdout, (int) (unsigned char) __c) : (int) (unsigned char) (*stdout->_IO_write_ptr++  = (char) __c);"
30604,getline,"__getdelim (__lineptr, __n, 10, __stream);"
30604,sprintf,"__builtin___sprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
30604,vsprintf,"__builtin___vsprintf_chk (__s, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
30604,snprintf,"__builtin___snprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __builtin_va_arg_pack ());"
30604,vsnprintf,"__builtin___vsnprintf_chk (__s, __n, 1, __builtin_object_size ((const void *) __s, 1), __fmt, __ap);"
30604,fprintf,"__fprintf_chk (__stream, 1, __fmt, __builtin_va_arg_pack ());"
30604,printf,"__printf_chk (1, __fmt, __builtin_va_arg_pack ());"
30604,vprintf,"__vfprintf_chk (stdout, 1, __fmt, __ap);"
30604,vfprintf,"__vfprintf_chk (__stream, 1, __fmt, __ap);"
30604,dprintf,"__dprintf_chk (__fd, 1, __fmt, __builtin_va_arg_pack ());"
30604,vdprintf,"__vdprintf_chk (__fd, 1, __fmt, __ap);"
30604,asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
30604,__asprintf,"__asprintf_chk (__ptr, 1, __fmt, __builtin_va_arg_pack ());"
30604,obstack_printf,"__obstack_printf_chk (__obstack, 1, __fmt, __builtin_va_arg_pack ());"
30604,vasprintf,"__vasprintf_chk (__ptr, 1, __fmt, __ap);"
30604,obstack_vprintf,"__obstack_vprintf_chk (__obstack, 1, __fmt, __ap);"
30604,fgets,"__builtin_object_size ((const void *) __s, 1)"
30604,fgets,__builtin_constant_p (__n)
30604,fgets,"__fgets_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
30604,fgets,"__builtin_object_size ((const void *) __s, 1)"
30604,fgets,"__fgets_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
30604,fgets,"__fgets_alias (__s, __n, __stream);"
30604,fread,"__builtin_object_size ((const void *) __ptr, 0)"
30604,fread,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
30604,fread,"__fread_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
30604,fread,"__builtin_object_size ((const void *) __ptr, 0)"
30604,fread,"__fread_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
30604,fread,"__fread_alias (__ptr, __size, __n, __stream);"
30604,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
30604,fgets_unlocked,__builtin_constant_p (__n)
30604,fgets_unlocked,"__fgets_unlocked_chk (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
30604,fgets_unlocked,"__builtin_object_size ((const void *) __s, 1)"
30604,fgets_unlocked,"__fgets_unlocked_chk_warn (__s, __builtin_object_size ((const void *) __s, 1), __n, __stream);"
30604,fgets_unlocked,"__fgets_unlocked_alias (__s, __n, __stream);"
30604,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
30604,fread_unlocked,__builtin_constant_p (__size) == 0 || __builtin_constant_p (__n) == 0) || (__size | __n)
30604,fread_unlocked,"__fread_unlocked_chk (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
30604,fread_unlocked,"__builtin_object_size ((const void *) __ptr, 0)"
30604,fread_unlocked,"__fread_unlocked_chk_warn (__ptr, __builtin_object_size ((const void *) __ptr, 0), __size, __n, __stream);"
30604,fread_unlocked,__builtin_constant_p (__size) != 0 && __builtin_constant_p (__n) != 0) && (__size | __n) <= 4294967295)
30604,fread_unlocked,getc_unlocked (__stream);
30604,fread_unlocked,getc_unlocked (__stream);
30604,fread_unlocked,return (size_t) ((long unsigned int) (__cptr - (char *) __ptr) / (long unsigned int) __size);
30604,fread_unlocked,"__fread_unlocked_alias (__ptr, __size, __n, __stream);"
30604,atoi,"return (int) strtol (__nptr, 0B, 10);"
30604,atol,"strtol (__nptr, 0B, 10);"
30604,atoll,"strtoll (__nptr, 0B, 10);"
30604,bsearch,"__compar (__key, __p);"
30604,atof,"strtod (__nptr, 0B);"
30604,realpath,"__builtin_object_size ((const void *) __resolved, 1)"
30604,realpath,"__realpath_chk (__name, __resolved, __builtin_object_size ((const void *) __resolved, 1));"
30604,realpath,"__realpath_alias (__name, __resolved);"
30604,ptsname_r,"__builtin_object_size ((const void *) __buf, 1)"
30604,ptsname_r,__builtin_constant_p (__buflen)
30604,ptsname_r,"__ptsname_r_chk (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,ptsname_r,"__builtin_object_size ((const void *) __buf, 1) < (long unsigned int)"
30604,ptsname_r,"__ptsname_r_chk_warn (__fd, __buf, __buflen, __builtin_object_size ((const void *) __buf, 1));"
30604,ptsname_r,"__ptsname_r_alias (__fd, __buf, __buflen);"
30604,wctomb,"__builtin_object_size ((const void *) __s, 1) != 18446744073709551615 && __builtin_object_size ((const void *) __s, 1)"
30604,wctomb,"__wctomb_chk (__s, __wchar, __builtin_object_size ((const void *) __s, 1));"
30604,wctomb,"__wctomb_alias (__s, __wchar);"
30604,mbstowcs,"__builtin_object_size ((const void *) __dst, 1)"
30604,mbstowcs,__builtin_constant_p (__len)
30604,mbstowcs,"__mbstowcs_chk (__dst, __src, __len, __builtin_object_size ((const void *) __dst, 1) / 4);"
