EID,API
744,fclose
744,sys_mprotect
744,fprintf
744,open
744,execl
744,sscanf
744,modify_ldt
778,kill
778,memset
778,setpgrp
778,clone
778,umask
778,sys_munmap
778,close
778,sys_uselib
778,memcpy
778,xstr
778,sys_madvise
778,signal
778,fflush
778,lseek
778,sysinfo
778,fileno
778,setresuid
778,strdup
778,sys_sched_yield
778,getopt
778,printf
778,strerror
778,waitpid
778,asm
778,unlink
778,strcmp
778,write
778,fork
778,getppid
778,sys_mremap
778,fopen
778,sys_gettimeofday
778,perror
778,fgets
778,sys_mmap2
778,pause
778,malloc
778,getuid
778,atoi
778,fclose
778,sys_mprotect
778,fprintf
778,open
778,execl
778,sscanf
778,modify_ldt
8572,system
8572,memset
8572,stat
8572,atoi
8572,sprintf
8572,socket
8572,bind
8572,close
8572,exit
8572,sendmsg
8673,ptrace
8673,stat
8673,execve
8673,execv
8673,wait
8673,exit
8673,fork
8673,sleep
8678,ptrace
8678,strlen
8678,execve
8678,sprintf
8678,wait
8678,open
8678,close
8678,fflush
8678,usleep
8678,read
8678,fork
895,memset
895,kill
895,getpid
895,clone
895,gettimeofday
895,close
895,usleep
895,cleanup
895,sendsig
895,memcpy
895,setbuf
895,wait4sig
895,setresgid
895,msync
895,signal
895,alarm
895,setresuid
895,getchar
895,waitpid
895,printf
895,uselib
895,munmap
895,mmap
895,sched_yield
895,write
895,unlink
895,fchmod
895,ftruncate
895,fork
895,fopen
895,fgets
895,sprintf
895,fclose
895,open
895,execl
895,PAGE_ALIGN
895,sscanf
895,mincore
9083,memset
9083,kill
9083,getpid
9083,strlen
9083,clone
9083,ioctl
9083,strtoul
9083,close
9083,read
9083,setsid
9083,listen
9083,memcpy
9083,execve
9083,bind
9083,CPU_SET
9083,sctp_sendmsg
9083,exit
9083,accept
9083,CPU_ZERO
9083,lseek
9083,getsockopt
9083,sched_setaffinity
9083,socket
9083,mmap
9083,strcmp
9083,write
9083,connect
9083,fork
9083,setsockopt
9083,fopen
9083,fgets
9083,htons
9083,getuid
9083,malloc
9083,atoi
9083,open
9083,getgid
9083,inet_addr
9083,sleep
926,getuid
926,klogctl
926,strstr
926,socket
926,strtoul
926,mmap
926,usleep
926,getgid
926,exit
926,brk
926,fork
9479,perror
9479,personality
9479,getuid
9479,mprotect
9479,sendfile
9479,socket
9479,open
9479,mmap
9479,close
9479,getgid
9479,execl
9542,memset
9542,sendto
9542,perror
9542,personality
9542,getuid
9542,mprotect
9542,socket
9542,fprintf
9542,close
9542,mmap
9542,execl
9542,getgid
9545,perror
9545,getuid
9545,sendfile
9545,socket
9545,ftruncate
9545,mmap
9545,unlink
9545,getgid
9545,execl
9545,exit
9545,mkstemp
9575,system
9575,memset
9575,htons
9575,asm
9575,socket
9575,close
9575,mmap
9575,exit
9575,inet_addr
9575,sendmsg
